tokens;labels;
Oomph;0;0
!;0;0
-;0;0
Wunschkind;0;0
'';0;0
# New sentence = In 1975 under pressure from the Holy See , he resigned from active religious duty .;;0
In;0;0
1975;0;0
under;0;0
pressure;0;0
from;0;0
the;0;0
Holy;3;3
See;4;4
,;0;0
he;0;0
resigned;0;0
from;0;0
active;0;0
religious;0;0
duty;0;0
.;0;0
# New sentence = ' '' Sergio Roitman '' '7–6 ( 5 ) , 6–4;;0
';0;0
'';0;0
Sergio;1;1
Roitman;2;2
'';0;0
'7–6;0;0
(;0;0
5;0;0
);0;0
,;0;0
6–4;0;0
# New sentence = Sacred Grove ( Latter Day Saint movement );;0
Sacred;5;3
Grove;6;4
(;0;0
Latter;3;0
Day;4;0
Saint;4;0
movement;4;0
);0;0
# New sentence = A recording of part of one episode is known to exist at the Paley Center for Media .;;0
A;0;0
recording;0;0
of;0;0
part;0;0
of;0;0
one;0;0
episode;0;0
is;0;0
known;0;0
to;0;0
exist;0;0
at;0;0
the;0;0
Paley;5;3
Center;6;4
for;6;4
Media;6;4
.;0;0
# New sentence = Arthur Lawson Johnston , 3rd Baron Luke;;0
Arthur;1;1
Lawson;2;2
Johnston;2;2
,;0;0
3rd;0;0
Baron;0;0
Luke;0;0
# New sentence = Mrągowo - Kałęczyn - Szczytno;;0
Mrągowo;5;0
-;0;0
Kałęczyn;5;0
-;0;0
Szczytno;5;3
# New sentence = Jake Goldsbie as Toby Isaacs ( 12 episodes );;0
Jake;1;1
Goldsbie;2;2
as;0;0
Toby;1;1
Isaacs;2;2
(;0;0
12;0;0
episodes;0;0
);0;0
# New sentence = ' '' Bosson '' ';;0
';0;0
'';0;0
Bosson;1;1
'';0;0
';0;0
# New sentence = Darker than Black;;0
Darker;0;0
than;0;0
Black;0;0
# New sentence = Neal Tiemann , lead guitarist in David Cook 's band;;0
Neal;1;1
Tiemann;2;2
,;0;0
lead;0;0
guitarist;0;0
in;0;0
David;1;1
Cook;2;2
's;0;0
band;0;0
# New sentence = He was the son of William Edward Tomline and grandson of George Pretyman Tomline .;;0
He;0;0
was;0;0
the;0;0
son;0;0
of;0;0
William;1;1
Edward;2;2
Tomline;2;2
and;0;0
grandson;0;0
of;0;0
George;1;1
Pretyman;2;2
Tomline;2;2
.;0;0
# New sentence = Over ( Drake song );;0
Over;0;0
(;0;0
Drake;1;1
song;0;0
);0;0
# New sentence = Rachael Ray ( TV series );;0
Rachael;1;0
Ray;2;0
(;0;0
TV;0;0
series;0;0
);0;0
# New sentence = 239 Rayne , Louisiana $ 12,588;;0
239;5;0
Rayne;6;5
,;6;0
Louisiana;6;5
$;0;0
12,588;0;0
# New sentence = It is found in Surinam , Panama , French Guiana , Venezuela , Brazil and Colombia .;;0
It;0;0
is;0;0
found;0;0
in;0;0
Surinam;5;5
,;0;0
Panama;5;5
,;0;0
French;5;5
Guiana;6;6
,;0;0
Venezuela;5;5
,;0;0
Brazil;5;5
and;0;0
Colombia;5;5
.;0;0
# New sentence = His younger brother was Edmund de la Pole .;;0
His;0;0
younger;0;0
brother;0;0
was;0;0
Edmund;1;1
de;2;2
la;2;2
Pole;2;2
.;0;0
# New sentence = It is found only in Angola .;;0
It;0;0
is;0;0
found;0;0
only;0;0
in;0;0
Angola;5;5
.;0;0
# New sentence = ''Drama '' ( Bitter : Sweet album ) , 2008;;0
''Drama;0;0
'';0;0
(;0;0
Bitter;0;0
:;0;0
Sweet;0;0
album;0;0
);0;0
,;0;0
2008;0;0
# New sentence = '' The Wander-ground '' , Sally Miller Gearhart ( 1978 );;0
'';0;0
The;0;0
Wander-ground;0;0
'';0;0
,;0;0
Sally;1;1
Miller;2;2
Gearhart;2;2
(;0;0
1978;0;0
);0;0
# New sentence = The École des mines d'Alès;;0
The;0;0
École;5;0
des;6;0
mines;6;0
d'Alès;6;0
# New sentence = Extravadanses in Castres in July .;;0
Extravadanses;0;0
in;0;0
Castres;5;5
in;0;0
July;0;0
.;0;0
# New sentence = California Society of Municipal Finance Officers ( CSMFO );;0
California;3;3
Society;4;4
of;4;4
Municipal;4;4
Finance;4;4
Officers;4;4
(;4;0
CSMFO;4;4
);4;0
# New sentence = Arizona United SC;;0
Arizona;3;3
United;4;4
SC;4;4
# New sentence = R. N. Sudarshan in Guest Appearance;;0
R.;1;1
N.;2;2
Sudarshan;2;2
in;0;0
Guest;0;0
Appearance;0;0
# New sentence = ' '' USM Alger '' ';;0
';0;0
'';0;0
USM;3;3
Alger;4;4
'';0;0
';0;0
# New sentence = ** '' Acrobasis craterantis '' ( Meyrick , 1933 );;0
**;0;0
'';0;0
Acrobasis;0;0
craterantis;0;0
'';0;0
(;0;0
Meyrick;1;1
,;0;0
1933;0;0
);0;0
# New sentence = He was one of the founders and leaders of the United Gold Coast Convention ( UGCC ) known as `` The Big Six '' .;;0
He;0;0
was;0;0
one;0;0
of;0;0
the;0;0
founders;0;0
and;0;0
leaders;0;0
of;0;0
the;0;3
United;3;4
Gold;4;4
Coast;4;4
Convention;4;4
(;4;0
UGCC;4;4
);4;0
known;0;0
as;0;0
``;0;0
The;0;0
Big;0;0
Six;0;0
'';0;0
.;0;0
# New sentence = It is found in Costa Rica .;;0
It;0;0
is;0;0
found;0;0
in;0;0
Costa;5;5
Rica;6;6
.;0;0
# New sentence = Seda ( ) , built in the early 20th century , collapsed in 2005;;0
Seda;5;5
(;0;0
);0;0
,;0;0
built;0;0
in;0;0
the;0;0
early;0;0
20th;0;0
century;0;0
,;0;0
collapsed;0;0
in;0;0
2005;0;0
# New sentence = Holy Wars ... The Punishment Due;;0
Holy;0;0
Wars;0;0
...;0;0
The;0;0
Punishment;0;0
Due;0;0
# New sentence = Quentin N. Burdick ( D );;0
Quentin;1;1
N.;2;2
Burdick;2;2
(;0;0
D;0;0
);0;0
# New sentence = '' A Rose Is Still a Rose '';;0
'';0;0
A;0;0
Rose;0;0
Is;0;0
Still;0;0
a;0;0
Rose;0;0
'';0;0
# New sentence = Gallatin National Forest ( part );;0
Gallatin;5;5
National;6;6
Forest;6;6
(;0;0
part;0;0
);0;0
# New sentence = It is currently published by Fairfax Media .;;0
It;0;0
is;0;0
currently;0;0
published;0;0
by;0;0
Fairfax;3;3
Media;4;4
.;0;0
# New sentence = ** '' Guardians of the Galaxy : Awesome Mix : Vol. 1 '';;0
**;0;0
'';0;0
Guardians;0;0
of;0;0
the;0;0
Galaxy;0;0
:;0;0
Awesome;0;0
Mix;0;0
:;0;0
Vol.;0;0
1;0;0
'';0;0
# New sentence = He was born and died in Sydney .;;0
He;0;0
was;0;0
born;0;0
and;0;0
died;0;0
in;0;0
Sydney;5;5
.;0;0
# New sentence = Statue of Sebestyén Tinódi Lantos by Gyula Bezerédi;;0
Statue;0;0
of;0;0
Sebestyén;1;1
Tinódi;2;2
Lantos;2;2
by;0;0
Gyula;1;1
Bezerédi;2;2
# New sentence = Jesse D. Bright ( D );;0
Jesse;1;1
D.;2;2
Bright;2;2
(;0;0
D;0;0
);0;0
# New sentence = Sean McGinly Cast , John Malkovich , Colin Hanks , Emily Blunt , Ricky Jay;;0
Sean;1;1
McGinly;2;2
Cast;2;2
,;0;0
John;1;1
Malkovich;2;2
,;0;0
Colin;1;1
Hanks;2;2
,;0;0
Emily;1;1
Blunt;2;2
,;0;0
Ricky;1;1
Jay;2;2
# New sentence = It is found in Bolivia .;;0
It;0;0
is;0;0
found;0;0
in;0;0
Bolivia;5;5
.;0;0
# New sentence = Yaw , pitch , and roll;;0
Yaw;0;0
,;0;0
pitch;0;0
,;0;0
and;0;0
roll;0;0
# New sentence = For Ministry of War Transport;;0
For;0;0
Ministry;3;3
of;4;4
War;4;4
Transport;4;4
# New sentence = 635th ( King 's Regiment ) Infantry Regiment Royal Artillery formed by 38th ( The King 's Regiment ) Searchlight Regiment RA ( TA ) .;;0
635th;3;3
(;4;4
King;4;4
's;4;4
Regiment;4;4
);4;4
Infantry;4;4
Regiment;4;4
Royal;4;4
Artillery;4;4
formed;0;0
by;0;0
38th;3;3
(;4;4
The;4;4
King;4;4
's;4;4
Regiment;4;4
);4;4
Searchlight;4;4
Regiment;4;4
RA;4;4
(;4;0
TA;4;4
);4;0
.;0;0
# New sentence = Straight River Township , Hubbard County , Minnesota;;0
Straight;5;5
River;6;6
Township;6;6
,;6;0
Hubbard;6;5
County;6;6
,;6;0
Minnesota;6;5
# New sentence = All entries use Continental tyres .;;0
All;0;0
entries;0;0
use;0;0
Continental;0;0
tyres;0;0
.;0;0
# New sentence = Delhi–Agra–Lucknow–Varanasi–Patna–Kolkata high-speed passenger corridor;;0
Delhi–Agra–Lucknow–Varanasi–Patna–Kolkata;5;5
high-speed;6;0
passenger;6;0
corridor;6;0
# New sentence = 1908 - South Dakota Central Railway built .;;0
1908;0;0
-;0;0
South;5;3
Dakota;6;4
Central;6;4
Railway;6;4
built;0;0
.;0;0
# New sentence = Grosse Pointe Shores , Michigan;;0
Grosse;5;5
Pointe;6;6
Shores;6;6
,;6;0
Michigan;6;5
# New sentence = : Tour de France :;;0
:;0;0
Tour;0;0
de;0;0
France;0;5
:;0;0
# New sentence = Air chief marshal;;0
Air;0;0
chief;0;0
marshal;0;0
# New sentence = Following in Trabzonspor 's footsteps , we have brought success back to Anatolia , he added .;;0
Following;0;0
in;0;0
Trabzonspor;1;3
's;0;0
footsteps;0;0
,;0;0
we;0;0
have;0;0
brought;0;0
success;0;0
back;0;0
to;0;0
Anatolia;5;5
,;0;0
he;0;0
added;0;0
.;0;0
# New sentence = London Wasps ' '' ( 4 ) ' '';;0
London;0;3
Wasps;0;4
';0;0
'';0;0
(;0;0
4;0;0
);0;0
';0;0
'';0;0
# New sentence = : Aletta van Manen;;0
:;0;0
Aletta;1;1
van;2;2
Manen;2;2
# New sentence = Dračevo , Skopje;;0
Dračevo;5;5
,;6;0
Skopje;6;5
# New sentence = Manor School and Sports College , Raunds;;0
Manor;5;3
School;6;4
and;6;0
Sports;6;3
College;6;4
,;6;0
Raunds;6;5
# New sentence = The annual competition is hosted by AtomFilms .;;0
The;0;0
annual;0;0
competition;0;0
is;0;0
hosted;0;0
by;0;0
AtomFilms;3;5
.;0;0
# New sentence = Desert Breeze Lake;;0
Desert;5;5
Breeze;6;6
Lake;6;6
# New sentence = Baptist Joint Committee for Religious Liberty –;;0
Baptist;3;3
Joint;4;4
Committee;4;4
for;4;4
Religious;4;4
Liberty;4;4
–;0;0
# New sentence = • Predvorica ( 469 );;0
•;0;0
Predvorica;5;5
(;0;0
469;0;0
);0;0
# New sentence = Loftus Versfeld Stadium , Pretoria;;0
Loftus;5;5
Versfeld;6;6
Stadium;6;6
,;6;0
Pretoria;6;5
# New sentence = John Aymer Dalrymple , 13th Earl of Stair 8 January 1962 – 1981;;0
John;1;1
Aymer;2;2
Dalrymple;2;2
,;0;0
13th;0;0
Earl;0;0
of;0;0
Stair;0;0
8;0;0
January;0;0
1962;0;0
–;0;0
1981;0;0
# New sentence = Parkview High School — Lilburn , Georgia;;0
Parkview;5;3
High;6;4
School;6;4
—;6;0
Lilburn;6;5
,;6;0
Georgia;6;5
# New sentence = ' '' Holy Names University;;0
';0;0
'';0;0
Holy;5;3
Names;6;4
University;6;4
# New sentence = Swiss Tower , a building in Jumeirah Lake Towers in Dubai , United Arab Emirates;;0
Swiss;5;3
Tower;6;4
,;0;0
a;0;0
building;0;0
in;0;0
Jumeirah;5;5
Lake;6;6
Towers;6;6
in;0;0
Dubai;5;5
,;6;0
United;6;5
Arab;6;6
Emirates;6;6
# New sentence = Texas Sports Hall of Fame , deceased;;0
Texas;5;3
Sports;6;4
Hall;6;4
of;6;4
Fame;6;4
,;0;0
deceased;0;0
# New sentence = David Hudson , lawyer and writer;;0
David;1;1
Hudson;2;2
,;0;0
lawyer;0;0
and;0;0
writer;0;0
# New sentence = *2003 : Andrea Barberi ( 3 );;0
*2003;0;0
:;0;0
Andrea;1;1
Barberi;2;2
(;0;0
3;0;0
);0;0
# New sentence = *date unknown - Quilpué is founded .;;0
*date;0;0
unknown;0;0
-;0;0
Quilpué;5;0
is;0;0
founded;0;0
.;0;0
# New sentence = Archbishop of Akhalkalakhi;;0
Archbishop;0;0
of;0;0
Akhalkalakhi;5;0
# New sentence = List of New Hampshire rivers;;0
List;0;0
of;0;0
New;5;5
Hampshire;6;6
rivers;0;0
# New sentence = ' '' Tom Herron '' ';;0
';0;0
'';0;0
Tom;1;1
Herron;2;2
'';0;0
';0;0
# New sentence = 35 Siesta Key , Florida $ 53,290;;0
35;5;0
Siesta;6;5
Key;6;6
,;6;0
Florida;6;5
$;0;0
53,29;0;0
# New sentence = 1991–92 Slovenian Hockey League season;;0
1991–92;0;0
Slovenian;3;3
Hockey;4;4
League;4;4
season;0;0
# New sentence = Southwestern Christian College , Terrell;;0
Southwestern;5;3
Christian;6;4
College;6;4
,;6;0
Terrell;6;5
# New sentence = '' Lordship of Ireland '' ' – Henry III of England ( 1216–1272 );;0
'';0;0
Lordship;0;0
of;0;0
Ireland;5;0
'';0;0
';0;0
–;0;0
Henry;1;1
III;2;2
of;2;2
England;2;2
(;0;0
1216–1272;0;0
);0;0
# New sentence = Queensland state election , 1998;;0
Queensland;3;5
state;4;0
election;0;0
,;0;0
1998;0;0
# New sentence = It is found in Guatemala and Mexico .;;0
It;0;0
is;0;0
found;0;0
in;0;0
Guatemala;5;5
and;0;0
Mexico;5;5
.;0;0
# New sentence = Rich Beem ( 2 );;0
Rich;1;1
Beem;2;2
(;0;0
2;0;0
);0;0
# New sentence = Southern Broadcasting Network ( ETC );;0
Southern;3;3
Broadcasting;4;4
Network;4;4
(;0;0
ETC;0;4
);0;0
# New sentence = Vânători , Mehedinți;;0
Vânători;5;5
,;6;0
Mehedinți;6;5
# New sentence = Oporów , Łódź Voivodeship;;0
Oporów;5;5
,;6;0
Łódź;6;5
Voivodeship;6;6
# New sentence = It is found in North America .;;0
It;0;0
is;0;0
found;0;0
in;0;0
North;5;5
America;6;6
.;0;0
# New sentence = ' '' Macaulay Culkin '' ';;0
';0;0
'';0;0
Macaulay;1;1
Culkin;2;2
'';0;0
';0;0
# New sentence = one half of the Tornado Twins;;0
one;0;0
half;0;0
of;0;0
the;0;0
Tornado;1;0
Twins;2;0
# New sentence = ' '' Siluriformes '' ';;0
';0;0
'';0;0
Siluriformes;0;0
'';0;0
';0;0
# New sentence = St James Cemetery;;0
St;5;5
James;6;6
Cemetery;6;6
# New sentence = Frankfort , Free State;;0
Frankfort;5;5
,;6;0
Free;6;5
State;6;6
# New sentence = Druzetz : Družec B,33;;0
Druzetz;0;3
:;0;0
Družec;5;3
B,33;0;0
# New sentence = 1912 Wright Model D;;0
1912;0;0
Wright;1;3
Model;0;4
D;0;4
# New sentence = John Read ( British Army officer ) ( 1917-1987 );;0
John;1;1
Read;2;2
(;0;0
British;3;0
Army;4;0
officer;0;0
);0;0
(;0;0
1917-1987;0;0
);0;0
# New sentence = Pui Fan Lee ( 2002–2009 );;0
Pui;1;1
Fan;2;2
Lee;2;2
(;0;0
2002–2009;0;0
);0;0
# New sentence = It was later placed on display in the Baltimore and Ohio Railroad Museum , where it currently remains .;;0
It;0;0
was;0;0
later;0;0
placed;0;0
on;0;0
display;0;0
in;0;0
the;0;0
Baltimore;5;3
and;6;4
Ohio;6;4
Railroad;6;4
Museum;6;4
,;0;0
where;0;0
it;0;0
currently;0;0
remains;0;0
.;0;0
# New sentence = `` Kiss from a Rose '';;0
``;0;0
Kiss;0;0
from;0;0
a;0;0
Rose;0;0
'';0;0
# New sentence = ' '' SK Rapid Wien '' ';;0
';0;0
'';0;0
SK;3;3
Rapid;4;4
Wien;4;4
'';0;0
';0;0
# New sentence = Elissa ( Lebanese singer );;0
Elissa;1;1
(;0;0
Lebanese;0;0
singer;0;0
);0;0
# New sentence = ***** Salleron ( in Ingrandes );;0
*****;0;0
Salleron;5;5
(;6;0
in;6;0
Ingrandes;6;5
);6;0
# New sentence = Richmond , Kentucky;;0
Richmond;5;5
,;6;0
Kentucky;6;5
# New sentence = 1941-06-26 near Minsk , Belarus;;0
26/06/1941;0;0
near;0;0
Minsk;5;5
,;6;0
Belarus;6;5
# New sentence = Bartholomew County ( north-northeast );;0
Bartholomew;5;5
County;6;6
(;0;0
north-northeast;0;0
);0;0
# New sentence = Mike Brearley ( 1961 );;0
Mike;1;1
Brearley;2;2
(;0;0
1961;0;0
);0;0
# New sentence = '' Bam 's Unholy Union '' ( 2007 );;0
'';0;0
Bam;1;3
's;0;4
Unholy;0;4
Union;0;4
'';0;0
(;0;0
2007;0;0
);0;0
# New sentence = *The General Post Office building in St Martins-le-Grand in the City of London , designed by Robert Smirke , is completed ( replaced c.1912 ) .;;0
*The;0;5
General;3;6
Post;4;6
Office;4;6
building;0;6
in;0;0
St;5;5
Martins-le-Grand;6;6
in;0;0
the;0;5
City;0;6
of;0;6
London;5;6
,;0;0
designed;0;0
by;0;0
Robert;1;1
Smirke;2;2
,;0;0
is;0;0
completed;0;0
(;0;0
replaced;0;0
c.1912;0;0
);0;0
.;0;0
# New sentence = Lakeshore , Ontario;;0
Lakeshore;5;5
,;6;0
Ontario;6;5
# New sentence = Originally , it was situated in Clapham , London .;;0
Originally;0;0
,;0;0
it;0;0
was;0;0
situated;0;0
in;0;0
Clapham;5;5
,;6;0
London;6;5
.;0;0
# New sentence = *Series 7 contestant Ricky Groves and Aliona Vilani;;0
*Series;0;0
7;0;0
contestant;0;0
Ricky;1;1
Groves;2;2
and;0;0
Aliona;1;1
Vilani;2;2
# New sentence = Roman Catholic Archdiocese of Antequera , Oaxaca;;0
Roman;0;3
Catholic;0;4
Archdiocese;0;4
of;0;4
Antequera;5;4
,;6;0
Oaxaca;6;5
# New sentence = '' San Francisco del Chañar '' ';;0
'';0;0
San;5;5
Francisco;6;6
del;6;6
Chañar;6;6
'';0;0
';0;0
# New sentence = Volume 4 : Hard Walls and Little Trips;;0
Volume;0;0
4;0;0
:;0;0
Hard;0;0
Walls;0;0
and;0;0
Little;0;0
Trips;0;0
# New sentence = He is the son of Aleksandr Novikov .;;0
He;0;0
is;0;0
the;0;0
son;0;0
of;0;0
Aleksandr;1;1
Novikov;2;2
.;0;0
# New sentence = Athens , Alabama;;0
Athens;5;5
,;6;0
Alabama;6;5
# New sentence = Caroline Elam : March 1987 – July 2002;;0
Caroline;1;1
Elam;2;2
:;0;0
March;0;0
1987;0;0
–;0;0
July;0;0
2002;0;0
# New sentence = Henry Danvers , 1st Earl of Danby;;0
Henry;1;1
Danvers;2;2
,;0;0
1st;0;0
Earl;0;0
of;0;0
Danby;0;0
# New sentence = Phú Vang District;;0
Phú;5;5
Vang;6;6
District;6;6
# New sentence = They are played by Karen delos Reyes .;;0
They;0;0
are;0;0
played;0;0
by;0;0
Karen;1;1
delos;2;2
Reyes;2;2
.;0;0
# New sentence = '' Kingdom of Hungary '' ' – Andrew II ( 1205–1235 );;0
'';0;0
Kingdom;0;0
of;0;0
Hungary;5;0
'';0;0
';0;0
–;0;0
Andrew;1;1
II;2;2
(;0;0
1205–1235;0;0
);0;0
# New sentence = Aduri , Rabor ( ادوري - ''Adūrī '' );;0
Aduri;5;5
,;6;0
Rabor;6;5
(;0;0
ادوري;5;0
-;0;0
''Adūrī;5;0
'';0;0
);0;0
# New sentence = He made his debut in the Soviet Top League in 1991 for FC Spartak Vladikavkaz .;;0
He;0;0
made;0;0
his;0;0
debut;0;0
in;0;0
the;0;0
Soviet;0;3
Top;0;4
League;0;4
in;0;0
1991;0;0
for;0;0
FC;3;3
Spartak;4;4
Vladikavkaz;4;4
.;0;0
# New sentence = Stacy Keibler / Skye / Miss Hancock;;0
Stacy;1;1
Keibler;2;2
/;0;0
Skye;1;1
/;0;0
Miss;1;1
Hancock;2;2
# New sentence = He started his writing career as a newspaperman and later married Eloise Jarvis McGraw , also an author .;;0
He;0;0
started;0;0
his;0;0
writing;0;0
career;0;0
as;0;0
a;0;0
newspaperman;0;0
and;0;0
later;0;0
married;0;0
Eloise;1;1
Jarvis;2;2
McGraw;2;2
,;0;0
also;0;0
an;0;0
author;0;0
.;0;0
# New sentence = Żabinka , Warmian-Masurian Voivodeship;;0
Żabinka;5;5
,;6;0
Warmian-Masurian;6;5
Voivodeship;6;6
# New sentence = It is part of the Harrison Micropolitan Statistical Area .;;0
It;0;0
is;0;0
part;0;0
of;0;0
the;0;0
Harrison;5;5
Micropolitan;6;6
Statistical;0;6
Area;0;6
.;0;0
# New sentence = ' '' David Beddall '' ';;0
';0;0
'';0;0
David;1;1
Beddall;2;2
'';0;0
';0;0
# New sentence = Morton Downey , Jr . ( deceased );;0
Morton;1;1
Downey;2;2
,;2;0
Jr;2;0
.;0;0
(;0;0
deceased;0;0
);0;0
# New sentence = Peak Charles National Park;;0
Peak;5;5
Charles;6;6
National;6;6
Park;6;6
# New sentence = Roth , Bavaria;;0
Roth;5;5
,;6;0
Bavaria;6;5
# New sentence = Ishpeming Township , Marquette County;;0
Ishpeming;5;5
Township;6;6
,;6;0
Marquette;6;5
County;6;6
# New sentence = *Kornhill is served by Tai Koo MTR station on the Island Line .;;0
*Kornhill;5;5
is;0;0
served;0;0
by;0;0
Tai;5;5
Koo;6;6
MTR;6;6
station;6;6
on;0;0
the;0;0
Island;0;5
Line;0;6
.;0;0
# New sentence = Claude F. A. Schaeffer;;0
Claude;1;1
F.;2;2
A.;2;2
Schaeffer;2;2
# New sentence = Victor Banerjee ... Karpal Singh;;0
Victor;1;1
Banerjee;2;2
...;0;0
Karpal;1;1
Singh;2;2
# New sentence = He mainly operated in Mush Plain and Sasun .;;0
He;0;0
mainly;0;0
operated;0;0
in;0;0
Mush;5;5
Plain;6;6
and;0;0
Sasun;5;5
.;0;0
# New sentence = Ozzy Osbourne – Time After Time;;0
Ozzy;1;1
Osbourne;2;2
–;0;0
Time;0;0
After;0;0
Time;0;0
# New sentence = Army General Viktor Germanovich Kazantsev;;0
Army;0;0
General;0;0
Viktor;1;1
Germanovich;2;2
Kazantsev;2;2
# New sentence = Namtok Chat Trakan National Park;;0
Namtok;5;5
Chat;6;6
Trakan;6;6
National;6;6
Park;6;6
# New sentence = Kathie Lee Gifford;;0
Kathie;1;1
Lee;2;2
Gifford;2;2
# New sentence = Cecil County Public Schools;;0
Cecil;0;3
County;0;4
Public;0;4
Schools;0;4
# New sentence = Countdown : The Savoy Sessions '';;0
Countdown;0;0
:;0;0
The;0;0
Savoy;0;0
Sessions;0;0
'';0;0
# New sentence = He lives in Løkken Verk .;;0
He;0;0
lives;0;0
in;0;0
Løkken;5;5
Verk;6;6
.;0;0
# New sentence = He came to California via the Central American isthmus in 1851 , at the age of twenty-two .;;0
He;0;0
came;0;0
to;0;0
California;0;5
via;0;0
the;0;0
Central;5;5
American;6;6
isthmus;6;6
in;0;0
1851;0;0
,;0;0
at;0;0
the;0;0
age;0;0
of;0;0
twenty-two;0;0
.;0;0
# New sentence = *069 1973E Taku Miki for ' '' ' ( );;0
*069;0;0
1973E;0;0
Taku;1;1
Miki;2;2
for;0;0
';0;0
'';0;0
';0;0
(;0;0
);0;0
# New sentence = Columbus , Kentucky;;0
Columbus;5;5
,;6;0
Kentucky;6;5
# New sentence = Harry Wood ( Manitoba politician );;0
Harry;1;1
Wood;2;2
(;0;0
Manitoba;3;5
politician;0;0
);0;0
# New sentence = Pleasant Goat and Big Big Wolf;;0
Pleasant;0;0
Goat;0;0
and;0;0
Big;0;0
Big;0;0
Wolf;0;0
# New sentence = The band also performed at the 2010 Winter Olympics closing ceremony , along with The X Factor Australia '' .;;0
The;0;0
band;0;0
also;0;0
performed;0;0
at;0;0
the;0;0
2010;0;0
Winter;0;3
Olympics;0;4
closing;0;0
ceremony;0;0
,;0;0
along;0;0
with;0;0
The;0;3
X;0;4
Factor;0;4
Australia;5;4
'';0;0
.;0;0
# New sentence = F-86F Sabre , 1952–1955;;0
F-86F;0;0
Sabre;0;0
,;0;0
1952–1955;0;0
# New sentence = Image : Corrientes348.jpg|Street sign at Corrientes Avenue 348;;0
Image;0;0
:;0;0
Corrientes348.jpg|Street;0;0
sign;0;0
at;0;0
Corrientes;5;3
Avenue;6;4
348;6;4
# New sentence = Cherry Valley Township , Ashtabula County , Ohio;;0
Cherry;5;5
Valley;6;6
Township;6;6
,;6;0
Ashtabula;6;5
County;6;6
,;6;0
Ohio;6;5
# New sentence = Communes of the Haute-Savoie department;;0
Communes;0;0
of;0;0
the;0;0
Haute-Savoie;3;0
department;4;0
# New sentence = His daughter Caroline was a composer .;;0
His;0;0
daughter;0;0
Caroline;1;1
was;0;0
a;0;0
composer;0;0
.;0;0
# New sentence = Stuart Symington ( D-MO );;0
Stuart;1;1
Symington;2;2
(;0;0
D-MO;0;0
);0;0
# New sentence = ** '' Kingdom of Mide '' ' – Conchobar mac Donnchada ( 803–833 );;0
**;0;0
'';0;0
Kingdom;0;5
of;0;6
Mide;0;6
'';0;0
';0;0
–;0;0
Conchobar;1;0
mac;2;0
Donnchada;2;0
(;0;0
803–833;0;0
);0;0
# New sentence = From the Dutch East Indies;;0
From;0;0
the;0;0
Dutch;5;0
East;6;5
Indies;6;6
# New sentence = The Congregation – Softly Whispering I Love You;;0
The;0;0
Congregation;0;0
–;0;0
Softly;0;0
Whispering;0;0
I;0;0
Love;0;0
You;0;0
# New sentence = Regional Municipality of Wood Buffalo;;0
Regional;5;0
Municipality;6;0
of;6;0
Wood;6;0
Buffalo;6;0
# New sentence = Her Majesty 's Coastguard - 4 ( via contract with Bristow Helicopters );;0
Her;0;0
Majesty;0;0
's;0;0
Coastguard;0;0
-;0;0
4;0;0
(;0;0
via;0;0
contract;0;0
with;0;0
Bristow;3;3
Helicopters;4;4
);0;0
# New sentence = He plays at prop and previously played for the St. George Illawarra Dragons in the National Rugby League .;;0
He;0;0
plays;0;0
at;0;0
prop;0;0
and;0;0
previously;0;0
played;0;0
for;0;0
the;0;0
St.;3;3
George;4;4
Illawarra;4;4
Dragons;4;4
in;0;0
the;0;0
National;0;3
Rugby;0;4
League;0;4
.;0;0
# New sentence = Saúde ( district of São Paulo );;0
Saúde;5;0
(;0;0
district;0;0
of;0;0
São;5;0
Paulo;6;0
);0;0
# New sentence = '' Planostocha clavigera '' ( Diakonoff , 1953 );;0
'';0;0
Planostocha;0;0
clavigera;0;0
'';0;0
(;0;0
Diakonoff;1;1
,;0;0
1953;0;0
);0;0
# New sentence = Pogne , Dauphiné .;;0
Pogne;0;5
,;0;0
Dauphiné;5;5
.;0;0
# New sentence = 26 – Jamie McMurray;;0
26;0;0
–;0;0
Jamie;1;1
McMurray;2;2
# New sentence = Paraphrased by Duncan Idaho ,;;0
Paraphrased;0;0
by;0;0
Duncan;1;1
Idaho;2;2
,;0;0
# New sentence = St. George 's , Grenada;;0
St.;5;5
George;6;6
's;6;6
,;6;0
Grenada;6;5
# New sentence = Almvik , Malmö;;0
Almvik;5;5
,;6;0
Malmö;6;5
# New sentence = Two and a Half Men ( season 1 );;0
Two;0;0
and;0;0
a;0;0
Half;0;0
Men;0;0
(;0;0
season;0;0
1;0;0
);0;0
# New sentence = Juan Cruz Kaprof;;0
Juan;1;1
Cruz;2;2
Kaprof;2;2
# New sentence = Warley , Essex;;0
Warley;5;5
,;6;0
Essex;6;5
# New sentence = Cirrus des Aigles ( FR );;0
Cirrus;0;1
des;0;2
Aigles;0;2
(;0;0
FR;5;0
);0;0
# New sentence = ** : Queen Elizabeth II Great Court , London;;0
**;0;0
:;0;0
Queen;5;5
Elizabeth;6;6
II;6;6
Great;6;6
Court;6;6
,;6;0
London;6;5
# New sentence = The filming location was in Vancouver , British Columbia .;;0
The;0;0
filming;0;0
location;0;0
was;0;0
in;0;0
Vancouver;5;5
,;6;0
British;6;5
Columbia;6;6
.;0;0
# New sentence = Czech University of Life Sciences Prague ( FFWS );;0
